254,56,33,0,1,24,32,3,0,24,31,5,60,0,0,58,0,0,0,17,11,26,0,1,0,0,1,0,15,9,0,10,22,0,14,9,0,1,8,1,50,1,5,3,49,1,6,1,60,18,60,1,58,0,1,0,58,1,0,30,0,27,0,31,0,78,0,60,0,254,70,0,0,12,44,0,2,11,0,0,19,0,22,0,1,0,11,0,20,0,22,0,1,12,0,2,44,9,3,1,43,0,0,8,1,0,2,56,0,0,60,17,12,0,0,37,0,0,5,1,0,39,0,8,2,5,42,0,8,2,6,1,8,41,0,8,9,1,59,1,254,18,60,1,18,22,0,16,1,18,8,0,11,19,19,8,0,10,0,0,60,46,60,62,61,1,58,0,0,1,19,0,39,4,0,0,13,0,7,14,1,11,0,0,3,0,0,0,1,0,11,8,14,2,2,0,0,10,0,1,1,0,0,20,14,1,3,1,8,0,1,1,11,0,0,42,0,1,1,10,0,2,15,6,0,4,9,1,0,0,1,11,3,15,1,5,0,3,6,1,0,1,0,1,14,0,0,16,1,10,6,3,1,1,0,14,11,0,5,24,0,2,24,2,16,5,7,1,26,0,17,0,1,0,10,48,0,0,101,60,0,0,0,56,4,29,26,2,0,29,0,3,22,0,32,5,53,2,0,0,56,0,0,0,0,0,0,55,1,7,59,1,60,18,0,143,62,61,84,1,59,0,0,59,18,0,61,0,41,0,1,0,0,13,0,41,0,1,0,15,0,0,0,0,37,0,0,0,17,0,3,10,23,2,19,1,2,8,0,7,0,14,1,23,0,0,7,2,6,0,0,13,0,0,6,25,0,1,4,0,0,24,1,25,1,60,32,0,0,39,0,56,3,0,55,167,32,0,0,25,1,58,3,32,25,1,60,32,0,59,16,43,0,15,1,43,0,13,0,1,0,41,1,0,0,9,0,3,16,24,0,1,1,0,8,3,16,1,25,4,8,2,16,0,0,23,0,4,0,0,28,0,44,0,60,0,213,0,0,42,16,0,42,1,17,3,36,0,1,0,19,1,35,2,20,1,34,0,1,0,21,36,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,90,1,0,0,23,0,31,2,0,0,60,2,58,60,32,0,27,3,1,0,14,0,8,2,9,19,1,0,0,24,0,1,0,7,0,0,50,7,0,1,0,58,0,0,60,18,59,0,1,0,57,0,60,0,33,0,27,0,0,30,0,78,0,60,0,254,9,59,0,0,0,11,0,0,43,4,12,19,0,21,3,0,10,22,0,22,0,1,14,0,42,2,0,8,0,0,1,1,44,0,8,2,0,1,45,43,28,0,0,8,7,0,12,28,9,0,0,5,1,12,27,0,8,2,0,4,2,39,0,8,2,6,0,10,40,0,8,8,0,254,82,60,1,41,17,1,17,0,0,7,0,10,2,17,28,0,10,1,59,0,0,106,0,60,0,0,62,58,0,2,4,14,0,39,6,0,11,25,5,7,0,2,0,5,11,0,6,0,0,12,0,1,0,2,1,6,0,0,0,5,1,8,27,4,1,8,2,1,2,7,0,0,0,24,20,12,0,2,15,6,0,13,0,6,10,3,15,1,5,0,3,0,6,1,19,0,0,16,1,18,1,0,3,0,13,0,0,10,0,5,23,0,3,24,2,16,0,11,0,1,26,0,17,0,2,0,9,47,0,1,60,39,0,60,0,1,57,0,2,28,0,25,0,3,29,0,26,0,31,0,59,5,54,0,5,55,1,1,0,3,62,60,225,0,146,1,58,0,1,59,18,0,0,41,3,57,0,1,1,16,0,37,5,13,3,37,4,15,3,0,10,0,23,3,17,0,0,3,8,0,0,6,1,12,0,1,0,22,0,0,6,0,2,4,3,13,1,6,17,7,0,1,0,4,0,0,0,15,7,25,0,1,5,25,1,26,33,40,0,19,40,0,195,27,33,26,0,0,33,24,0,1,0,58,0,0,32,27,32,59,0,16,43,15,0,1,0,56,0,0,1,0,40,0,3,0,8,0,0,0,1,0,15,24,0,1,1,0,8,3,0,15,1,25,2,2,27,2,23,4,0,0,27,1,30,13,0,60,0,152,60,1,42,16,42,0,1,0,15,4,36,0,1,0,19,1,59,1,34,0,1,0,21,35,0,1,0,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,31,59,0,1,58,3,120,0,60,0,31,0,31,2,24,2,0,7,0,0,19,0,1,24,0,1,0,6,3,20,27,0,0,6,3,57,3,58,0,0,16,0,0,58,2,57,62,2,31,0,26,0,0,31,0,28,49,0,60,0,254,9,0,12,45,0,0,0,12,0,43,0,3,10,1,19,0,21,1,0,0,0,33,0,21,0,0,13,0,1,0,42,3,8,0,0,1,1,43,0,1,8,1,0,0,0,45,0,9,2,58,0,8,0,0,6,0,11,0,0,37,2,4,1,0,41,7,3,4,2,39,0,8,2,0,5,0,0,8,41,0,7,0,9,254,82,60,1,18,40,1,18,8,0,12,0,17,19,8,0,9,0,1,0,58,1,60,45,1,59,1,62,60,0,0,5,13,37,2,0,0,4,0,11,9,14,0,0,4,7,3,4,1,11,8,14,1,3,1,6,2,1,0,4,8,0,10,13,1,0,14,0,0,1,3,7,2,23,0,0,19,11,4,15,8,11,0,0,17,3,15,1,5,0,32,3,15,1,20,0,0,3,13,1,10,0,5,22,0,0,3,13,10,2,16,0,10,0,0,0,0,26,0,20,0,0,8,0,46,0,0,1,0,58,0,39,0,0,119,0,0,2,28,0,25,2,58,0,0,31,0,0,57,0,60,0,5,54,0,0,3,65,0,254,178,0,60,0,19,40,0,19,41,0,0,2,14,41,0,0,3,16,0,37,5,16,0,36,0,0,3,15,0,2,11,1,22,2,0,17,0,0,3,10,7,13,0,1,0,19,2,1,6,4,3,3,12,0,1,0,22,0,0,9,0,3,0,1,0,15,6,0,0,23,0,2,0,4,1,23,1,25,0,32,0,0,39,0,60,0,222,0,0,32,0,24,3,57,3,57,3,58,0,0,30,0,59,0,15,0,0,42,0,13,4,40,0,13,6,39,0,0,1,0,0,8,21,24,6,7,1,0,0,0,0,14,1,23,1,1,0,2,26,0,1,0,28,1,28,30,0,0,12,0,60,0,152,60,43,0,0,15,42,3,20,36,0,1,0,19,1,34,4,19,1,34,0,1,0,21,35,3,58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,30,0,59,0,0,0,58,0,61,61,0,60,0,31,0,0,9,20,0,0,25,3,7,0,0,19,0,1,24,0,3,5,1,1,19,0,26,0,1,5,0,0,1,0,0,48,7,1,1,16,41,0,0,16,0,0,41,16,0,1,57,0,61,0,1,31,0,26,1,0,30,0,28,49,0,60,0,254,10,12,0,43,0,3,10,1,48,12,19,0,21,3,0,10,0,21,0,21,4,10,0,0,0,0,41,2,0,9,5,43,0,1,7,0,49,0,0,8,0,2,1,5,21,28,0,8,0,0,6,0,0,11,28,0,7,0,2,4,2,11,28,8,0,2,0,3,3,39,8,1,0,0,4,2,50,0,0,6,1,254,91,60,1,59,1,17,0,0,7,0,11,0,0,17,28,0,9,0,60,0,1,0,59,109,0,59,2,59,2,4,0,37,13,3,3,0,12,0,23,1,4,6,0,0,0,6,1,9,0,8,0,0,12,3,3,8,0,3,4,8,0,0,22,3,14,0,2,13,0,0,22,14,4,0,0,11,0,2,0,15,8,12,17,0,0,2,0,14,1,6,12,2,16,0,1,0,15,1,20,2,16,0,0,10,0,5,21,6,13,10,2,20,6,4,26,0,20,1,10,46,3,38,19,0,0,39,62,57,0,0,58,2,30,27,0,0,30,0,0,27,30,2,57,62,1,60,254,188,0,59,2,79,0,0,42,58,2,2,0,16,0,39,2,0,18,35,1,2,0,15,3,12,26,0,16,2,0,1,10,0,0,43,0,0,0,0,1,0,8,1,2,0,0,0,1,12,3,5,16,1,6,2,1,2,0,1,0,14,0,0,5,1,16,6,0,0,2,3,0,1,0,21,3,24,0,0,31,1,39,0,19,40,0,161,60,0,0,58,1,1,56,0,0,1,0,0,56,1,1,58,0,0,29,0,0,15,12,48,0,60,0,0,43,1,9,0,44,2,2,0,7,0,2,0,0,0,15,23,0,1,4,8,1,0,0,14,0,1,0,23,3,0,1,9,0,0,14,0,1,0,28,1,0,26,0,0,29,1,12,0,46,13,0,196,16,0,42,0,0,58,3,20,35,0,0,1,0,0,18,1,34,4,19,1,33,0,0,1,0,0,20,35,3,58,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,29,2,61,182,34,27,0,3,27,0,0,8,0,0,19,1,25,2,0,32,24,1,0,0,0,4,5,17,0,0,25,0,0,0,0,5,5,47,0,6,5,14,0,0,58,2,40,0,0,14,3,57,61,1,1,0,30,0,25,0,1,0,30,0,27,0,0,48,0,60,0,254,23,0,0,46,0,12,43,4,9,0,21,0,25,0,0,9,2,19,0,20,0,0,1,1,9,0,1,0,0,42,0,0,1,7,0,0,1,0,1,42,3,9,3,44,1,19,0,0,7,30,12,6,2,6,0,0,10,0,0,26,13,0,3,2,0,38,0,7,5,2,0,0,1,0,48,4,3,0,0,0,0,49,2,6,52,254,39,60,1,18,22,17,1,18,8,0,10,0,0,18,19,8,0,9,61,2,59,0,0,108,0,59,2,58,0,1,0,3,0,0,37,12,2,0,4,12,0,0,8,14,0,0,11,2,0,4,0,10,11,13,1,0,0,21,12,8,12,0,16,4,12,3,22,17,0,0,0,10,1,0,3,14,7,12,0,0,4,11,20,1,19,0,0,16,5,14,1,19,0,0,17,3,9,0,5,21,0,18,0,0,9,2,20,11,0,25,0,22,37,0,22,58,0,0,39,0,19,38,0,0,58,0,0,0,57,2,29,0,0,26,1,30,1,26,0,0,29,0,1,57,0,0,60,0,61,254,188,0,60,0,19,61,61,42,0,0,1,0,17,37,0,0,0,21,38,3,18,12,26,0,0,15,5,0,8,0,1,3,0,19,0,17,0,4,0,7,0,1,0,1,2,15,0,0,6,13,0,1,1,0,5,0,0,0,1,1,5,13,0,0,5,0,0,16,6,4,3,0,1,0,15,5,0,1,0,22,0,0,0,0,31,0,0,26,12,0,19,40,0,160,0,0,119,5,55,5,55,5,28,61,16,0,10,0,0,30,15,2,59,1,44,0,0,7,0,0,1,42,0,0,0,0,0,0,0,7,3,2,14,0,0,22,0,1,4,7,19,3,22,0,3,0,1,0,7,0,1,47,1,0,9,0,0,13,0,1,0,28,1,0,11,0,14,31,13,0,195,0,0,59,0,0,57,5,19,35,1,1,1,18,1,59,1,33,1,1,1,20,34,5,57,0,0,59,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,254,223,32,0,0,9,16,4,27,2,8,21,0,25,4,7,20,2,23,0,4,29,0,25,4,3,0,0,3,0,0,14,0,0,0,30,26,0,0,41,16,0,1,0,40,15,0,44,14,0,2,0,0,56,1,1,0,30,0,25,0,3,29,0,26,0,1,48,0,10,49,0,218,59,0,0,46,0,10,1,0,45,2,8,0,0,0,19,0,22,0,1,1,12,0,18,0,21,0,1,16,44,1,0,10,2,42,3,9,0,1,0,5,38,0,0,19,0,0,6,0,0,11,17,20,1,6,2,10,27,0,12,0,2,15,27,0,13,0,1,5,47,3,0,2,4,49,9,254,92,60,1,41,17,1,17,0,0,7,0,10,0,0,18,28,0,9,2,58,2,59,0,0,60,47,0,59,2,0,4,51,0,0,2,3,0,12,24,0,0,11,7,2,10,0,27,13,0,4,0,11,1,7,0,0,11,0,3,13,6,35,0,2,14,0,0,0,12,0,2,0,0,21,0,12,3,0,0,0,11,0,0,18,20,1,4,0,9,0,20,1,18,3,15,0,19,1,22,16,0,0,0,0,9,0,5,20,1,18,0,0,9,2,47,10,2,20,0,37,0,20,1,37,1,18,0,0,39,0,18,0,0,36,61,32,27,3,28,1,25,0,1,0,31,0,25,1,28,31,29,61,2,59,0,254,188,0,60,0,80,0,0,42,59,2,0,57,3,0,0,17,0,41,20,10,0,0,24,2,16,4,0,0,10,0,2,0,17,3,16,0,0,10,4,1,0,0,0,16,7,0,0,11,0,0,4,5,0,3,1,1,0,0,22,3,15,0,5,4,3,3,14,0,0,4,3,22,0,0,0,0,30,3,25,0,11,0,18,0,0,39,0,99,61,61,119,0,0,3,0,0,119,30,0,0,15,0,11,47,2,10,34,9,1,0,0,0,41,0,0,3,7,0,1,0,0,0,16,23,2,4,6,1,0,18,0,0,30,0,8,0,0,16,0,0,22,0,0,3,0,2,8,1,0,13,0,1,0,28,3,7,0,2,13,0,0,29,2,26,0,0,30,0,12,0,134,60,1,58,0,1,0,58,1,21,36,3,19,1,34,0,0,0,0,0,19,1,34,3,21,36,1,58,0,1,0,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,254,195,60,0,0,31,0,25,0,1,0,7,0,0,19,0,0,24,0,0,2,0,28,2,23,0,0,2,0,0,3,5,19,24,0,3,0,4,5,14,3,0,35,5,13,4,55,3,0,39,0,0,13,61,2,0,1,55,0,1,3,29,0,30,29,0,25,0,0,0,0,48,0,9,0,49,0,217,0,59,2,45,0,9,48,0,2,8,0,21,0,21,0,0,1,0,11,2,18,0,21,0,1,2,12,0,0,40,0,3,0,9,0,0,1,46,0,9,0,0,0,4,0,0,7,29,0,0,14,4,1,6,0,0,28,0,0,19,1,5,0,1,10,0,0,26,0,12,0,0,0,1,42,0,14,1,0,56,0,0,0,254,158,60,1,18,22,17,1,18,8,0,10,1,0,17,19,8,0,9,2,0,57,2,0,58,1,59,0,0,46,0,0,57,3,0,3,0,38,12,1,1,0,3,0,0,10,0,25,0,11,1,0,0,3,2,10,1,8,13,0,0,1,13,0,4,0,0,10,10,12,0,2,0,12,6,0,14,7,30,3,11,1,3,21,0,0,12,3,3,9,0,1,3,14,20,0,0,5,9,21,1,21,0,14,3,0,16,1,21,0,15,4,9,0,5,40,3,8,2,46,0,0,9,2,20,0,36,0,1,18,2,37,1,21,38,0,18,1,60,36,0,32,26,0,1,0,31,0,24,0,1,0,30,0,0,24,0,1,0,59,28,0,0,60,1,60,0,254,188,0,60,0,19,61,44,16,42,1,0,60,2,18,12,48,0,0,0,9,0,0,25,0,0,15,4,0,9,1,0,0,2,17,7,11,2,4,5,0,2,0,1,27,0,0,11,1,3,5,1,2,0,1,3,15,6,1,1,11,4,5,3,0,3,0,0,0,16,4,0,0,1,0,0,21,0,0,2,23,5,1,1,26,11,0,18,0,0,39,0,19,140,0,0,119,5,55,5,55,5,28,61,16,0,10,0,0,30,14,3,41,12,0,5,40,0,0,3,7,5,15,0,0,23,1,3,0,0,5,5,40,1,5,0,7,2,0,41,4,0,1,0,10,0,13,3,22,5,0,1,0,7,0,0,0,46,1,0,11,0,13,1,30,0,28,119,59,0,1,0,57,0,1,0,58,1,21,35,4,19,1,34,1,0,1,19,1,34,4,20,36,1,58,0,1,0,57,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,0,0,254,193,0,0,58,3,8,20,1,24,5,7,20,2,30,6,20,2,22,4,2,29,0,23,1,2,1,2,0,0,3,0,0,17,0,55,4,0,38,15,4,40,14,0,2,1,40,13,0,1,0,0,57,0,0,0,0,1,0,29,0,24,3,1,29,0,26,2,48,0,11,48,0,217,0,60,46,0,0,9,46,0,0,12,0,21,0,21,4,0,9,0,0,1,0,17,0,20,3,2,9,2,1,40,0,0,1,2,8,4,3,37,0,0,2,9,3,3,1,6,0,0,28,14,1,3,0,1,0,4,2,11,16,1,21,1,0,1,0,2,11,17,9,0,12,0,0,0,16,27,0,17,57,0,0,0,58,0,254,97,60,1,40,0,0,16,1,17,0,0,7,0,31,28,0,9,0,3,56,0,60,0,49,11,1,47,0,0,10,47,6,1,37,0,10,0,1,5,2,10,0,40,5,3,8,0,23,0,3,11,2,3,2,11,8,0,0,11,0,1,0,0,12,6,1,36,15,0,13,0,5,0,21,12,0,0,5,0,9,0,20,7,12,2,14,2,0,0,16,1,37,0,3,16,1,21,0,15,4,9,0,5,40,0,0,1,8,2,46,0,0,8,0,2,0,19,0,25,10,0,1,0,20,0,35,0,1,0,18,0,0,38,0,19,0,60,35,0,0,0,32,29,32,23,5,29,1,24,3,27,3,26,0,0,27,0,0,59,2,60,0,254,188,0,60,0,80,0,0,42,0,0,60,0,59,0,0,20,1,10,27,1,18,2,8,0,1,26,19,3,5,1,0,3,24,2,0,0,10,0,4,1,6,0,0,3,0,40,1,3,0,4,1,0,4,1,1,21,5,10,9,0,1,0,0,4,0,0,0,15,0,4,5,21,0,1,1,4,0,22,5,37,0,60,0,18,0,0,78,61,61,119,0,0,3,0,0,119,30,0,0,16,11,30,0,18,10,29,13,0,4,0,15,24,1,3,6,0,5,0,15,23,2,3,1,6,4,0,15,23,1,3,13,41,0,0,3,4,7,53,8,48,3,8,1,0,14,31,0,0,27,118,0,0,58,3,120,1,21,37,2,19,1,33,0,4,0,18,1,34,2,22,36,1,120,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,0,0,60,254,71,60,0,0,58,0,0,0,0,30,31,6,0,0,18,0,1,0,29,0,28,1,0,29,0,2,5,20,29,4,5,55,5,17,1,53,0,0,2,0,39,0,0,12,4,56,6,0,53,6,0,29,0,23,0,3,1,29,0,28,0,0,47,0,60,0,156,60,0,46,13,44,0,0,0,10,0,45,0,0,11,2,1,18,0,21,0,1,0,0,0,8,2,0,0,0,17,0,20,2,0,0,1,0,7,0,1,0,1,0,39,3,0,0,0,7,0,0,3,3,8,27,15,0,2,2,0,1,0,5,0,0,49,0,1,1,2,0,2,0,27,22,0,4,0,13,0,0,16,9,0,12,2,1,42,0,12,62,1,0,58,254,98,42,17,1,18,22,17,1,18,8,0,10,0,0,0,17,19,8,0,9,0,59,2,110,10,0,48,0,0,11,46,0,1,5,53,0,4,0,0,0,0,8,0,0,26,11,1,0,3,0,0,1,0,8,11,12,0,0,2,11,0,0,4,0,0,0,0,9,10,12,2,0,0,11,0,7,13,8,12,1,0,0,10,1,0,0,13,0,28,0,11,0,0,0,0,13,3,18,20,1,15,2,0,0,16,1,21,0,14,0,0,2,0,15,1,37,0,1,0,1,9,0,5,40,3,7,0,2,0,44,11,24,0,0,23,0,0,14,17,2,35,22,2,36,0,0,0,17,2,34,0,23,0,35,0,0,58,0,0,0,0,32,28,0,31,24,0,0,0,0,26,0,0,2,26,0,0,27,1,30,28,2,60,0,254,188,0,60,0,19,44,16,43,1,15,46,58,23,10,0,0,26,19,0,2,7,29,0,0,2,16,2,5,5,0,0,27,11,0,0,5,0,10,0,28,11,0,5,0,3,0,7,3,38,9,0,11,20,0,0,3,0,0,19,0,0,1,5,2,65,0,19,40,0,19,61,78,0,0,119,5,55,5,55,5,28,60,1,27,0,0,28,2,17,40,1,10,0,0,6,38,0,6,5,5,2,13,0,0,22,2,2,0,0,6,4,1,38,0,1,0,2,0,12,0,40,1,16,0,42,8,0,0,6,0,0,48,0,1,9,48,0,0,60,24,60,0,0,59,0,0,122,22,36,1,0,0,0,18,1,33,0,0,2,0,0,18,1,33,0,0,0,1,21,37,122,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,0,0,254,69,0,0,58,3,57,3,8,20,0,0,26,0,0,1,0,6,20,2,0,28,1,5,20,0,2,30,28,0,0,29,2,0,0,3,0,0,73,3,0,0,39,14,0,3,0,0,39,13,1,5,39,12,0,0,4,0,0,53,5,2,28,0,23,4,2,28,0,28,1,47,0,11,48,0,156,60,0,44,1,12,0,43,3,10,0,0,0,42,5,8,2,2,17,0,21,5,0,6,0,6,16,0,20,2,11,7,38,0,0,2,2,11,0,0,1,0,0,0,6,0,0,31,0,8,1,4,0,2,0,4,0,2,48,7,3,0,10,38,0,0,3,2,13,27,0,12,4,14,27,0,12,0,0,0,58,0,0,61,254,97,60,1,59,1,17,0,0,7,0,9,0,1,0,17,28,0,9,61,0,60,0,48,0,0,10,47,2,10,47,2,5,11,43,2,4,8,0,24,18,2,5,7,1,22,0,0,2,10,6,4,19,0,0,11,4,20,34,0,4,8,0,3,13,29,0,11,4,12,1,1,0,17,20,3,12,0,1,0,2,15,1,20,0,0,13,6,15,1,37,2,0,1,0,7,0,0,0,4,40,2,8,0,0,0,0,21,23,1,0,8,0,3,19,0,0,23,0,33,2,0,23,11,0,0,0,17,0,0,0,0,34,0,0,0,0,18,2,34,2,0,0,19,0,38,57,4,61,26,3,0,24,4,25,1,28,3,25,0,1,0,28,0,0,30,60,0,254,188,0,60,0,64,15,0,0,43,0,60,34,48,11,0,26,0,20,0,0,8,0,0,3,23,0,16,0,0,0,2,0,0,4,5,1,23,2,0,0,10,1,6,3,0,47,6,0,0,2,1,5,0,25,5,9,9,2,9,0,0,20,5,20,34,5,21,15,0,60,0,18,0,0,78,61,61,119,0,0,3,0,0,89,29,30,1,28,29,2,10,17,29,12,0,6,0,14,23,0,6,5,1,4,0,0,14,26,2,1,10,0,1,15,22,0,1,0,2,1,52,0,1,0,7,51,7,0,0,0,6,1,48,3,8,110,0,0,22,0,0,121,1,59,1,59,0,1,20,36,1,2,18,1,33,6,18,1,33,2,1,21,35,1,0,59,1,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
